index,id,type,name_en,name_zh,mana,max_uses,price,spawn_level,spawn_probability,related_projectiles,custom_xml_file,never_unlimited,custom_uses_logic,description_en,description_zh,action_summary,action_body_lines
397,PHI,ACTION_TYPE_OTHER,Phi,斐,120,,500,"5,6,10","0.1,0.2,1",,,,,Casts a copy of every projectile-type spell in the current wand,施放当前魔杖中所有投射物类型法术的复制品,状态修正: c.fire_rate_wait += 50,42
398,SIGMA,ACTION_TYPE_OTHER,Sigma,西格玛,120,,500,"4,5,10","0.1,0.2,1",,,,,Copies every static projectile -type spell in the wand when cast,施放时复制魔杖中的每个静态投射物类型法术,"额外抽取: 1, true | 状态修正: c.fire_rate_wait += 30",44
399,ZETA,ACTION_TYPE_OTHER,Zeta,泽塔,10,,200,"2,5,10","0.2,0.4,0.5",,,,,Copies a random spell in another wand you're holding,复制持有的另一魔杖中的一个随机法术,"额外抽取: 1, true | 引擎调用: SetRandomSeed(x + GameGetFrameNum(); Random(1, #options)",57
400,DIVIDE_2,ACTION_TYPE_OTHER,Divide by 2,一分为二,35,,200,"3,5,6,10","0.2,0.3,0.2,1",,,,,"Casts the next spell twice, but with reduced damage",将下个法术施放两次，但伤害降低,状态修正: c.fire_rate_wait += 20; c.damage_projectile_add -= 0.2; c.explosion_radius -= 5.0 | 状态赋值: c.pattern_degrees = 5,67
401,DIVIDE_3,ACTION_TYPE_OTHER,Divide by 3,一分为三,50,,250,"4,5,6,10","0.1,0.1,0.2,1",,,,,"Casts the next spell 3 times, but with reduced damage",将下个法术施放 3 次，但伤害降低,状态修正: c.fire_rate_wait += 35; c.damage_projectile_add -= 0.4; c.explosion_radius -= 10.0 | 状态赋值: c.pattern_degrees = 5,67
402,DIVIDE_4,ACTION_TYPE_OTHER,Divide by 4,一分为四,70,,300,"5,6,10","0.1,0.1,1",,,,,"Casts the next spell 4 times, but with reduced damage",将下个法术施放 4 次，但伤害降低,状态修正: c.fire_rate_wait += 50; c.damage_projectile_add -= 0.6; c.explosion_radius -= 20.0 | 状态赋值: c.pattern_degrees = 5,67
403,DIVIDE_10,ACTION_TYPE_OTHER,Divide by 10,一分为十,200,5,400,10,1,,,,,"Casts the next spell 10 times, but with reduced damage",将下个法术施放 10 次，但伤害降低,状态修正: c.fire_rate_wait += 80; c.damage_projectile_add -= 1.5; c.explosion_radius -= 40.0; current_reload_time += 20 | 状态赋值: c.pattern_degrees = 5,68
404,METEOR_RAIN,ACTION_TYPE_STATIC_PROJECTILE,Meteorisade,,225,2,300,"6,10","0.1,1",data/entities/projectiles/deck/meteor_rain_meteor.xml,data/entities/misc/custom_cards/meteor_rain.xml,true,,Alea iacta est,,"投射物/触发: add_projectile(""data/entities/projectiles/deck/meteor_rain.xml"") | 状态修正: c.fire_rate_wait += 100; current_reload_time += 60 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/effect_meteor_rain.xml,""",4
405,WORM_RAIN,ACTION_TYPE_STATIC_PROJECTILE,Matosade,,225,2,300,"6,10","0.1,1",data/entities/animals/worm_big.xml,data/entities/misc/custom_cards/worm_rain.xml,true,,Alea iacta est,,"投射物/触发: add_projectile(""data/entities/projectiles/deck/worm_rain.xml"") | 状态修正: c.fire_rate_wait += 100; current_reload_time += 60",3
406,RESET,ACTION_TYPE_UTILITY,Wand Refresh,魔杖刷新,20,,120,10,1,,,,,Reloads the wand immediately,立即装填魔杖,状态修正: current_reload_time -= 25,20
407,IF_ENEMY,ACTION_TYPE_OTHER,Requirement - Enemies,要求 - 敌人数量,0,,100,10,1,,,,,The next spell is skipped if there are less than 15 enemies nearby,如果附近的敌人少于 15 个，则下个法术将被跳过,"额外抽取: 1, true",71
408,IF_PROJECTILE,ACTION_TYPE_OTHER,Requirement - Projectile Spells,要求 - 投射物法术数量,0,,100,10,1,,,,,The next spell is skipped if there are less than 20 projectiles nearby,如果附近的投射物少于 20 个，则下个法术将被跳过,"额外抽取: 1, true",71
409,IF_HP,ACTION_TYPE_OTHER,Requirement - Low Health,要求 - 生命值低下,0,,100,10,1,,,,,The next spell is skipped if you have more than 25% health left,如果剩余的生命值超过 25%，则下个法术将被跳过,"额外抽取: 1, true",79
410,IF_HALF,ACTION_TYPE_OTHER,Requirement - Every Other,要求 - 每次,0,,100,10,1,,,,,The next spell is skipped every other time this spell is cast,每隔一次该法术被施放时，跳过下个法术,"额外抽取: 1, true",76
411,IF_END,ACTION_TYPE_OTHER,Requirement - Endpoint,要求 - 终点,0,,10,10,1,,,,,Any Requirement spells before this will skip all spells between them and this spell,在此之前的任何要求将会跳过自身至该法术之间的所有法术,"额外抽取: 1, true",1
412,IF_ELSE,ACTION_TYPE_OTHER,Requirement - Otherwise,要求 - 否则,0,,10,10,1,,,,,"If a Requirement spell before this succeeds, the next spell is skipped",若在此之前有要求法术达成，则下个法术被跳过,"额外抽取: 1, true",1
413,COLOUR_RED,ACTION_TYPE_MODIFIER,Red Glimmer,红色闪光,0,100,40,"1,2,3,4,5,6","0.2,0.2,0.4,0.2,0.2,0.2",,,,,Gives a projectile a red sparkly trail,投射物留下红色闪烁轨迹,"额外抽取: 1, true | 状态修正: c.fire_rate_wait -= 8; c.screenshake -= 2.5 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/particles/tinyspark_red.xml,data/entities/misc/colour_red.xml,""",7
414,COLOUR_ORANGE,ACTION_TYPE_MODIFIER,Orange Glimmer,橙色闪光,0,100,40,"2,3,4","0.1,0.1,0.4",,,,,Gives a projectile a orange sparkly trail,投射物留下橙色闪烁轨迹,"额外抽取: 1, true | 状态修正: c.fire_rate_wait -= 8; c.screenshake -= 2.5 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/particles/tinyspark_red.xml,data/entities/misc/colour_orange.xml,""",7
415,COLOUR_GREEN,ACTION_TYPE_MODIFIER,Green Glimmer,绿色闪光,0,100,40,"2,3,4","0.4,0.1,0.1",,,,,Gives a projectile a green sparkly trail,投射物留下绿色闪烁轨迹,"额外抽取: 1, true | 状态修正: c.fire_rate_wait -= 8; c.screenshake -= 2.5 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/particles/tinyspark_red.xml,data/entities/misc/colour_green.xml,""",7
416,COLOUR_YELLOW,ACTION_TYPE_MODIFIER,Yellow Glimmer,黄色闪光,0,100,40,"2,3,4","0.1,0.4,0.1",,,,,Gives a projectile a yellow sparkly trail,投射物留下黄色闪烁轨迹,"额外抽取: 1, true | 状态修正: c.fire_rate_wait -= 8; c.screenshake -= 2.5 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/particles/tinyspark_red.xml,data/entities/misc/colour_yellow.xml,""",7
417,COLOUR_PURPLE,ACTION_TYPE_MODIFIER,Purple Glimmer,紫色闪光,0,100,40,"2,3,4","0.1,0.1,0.4",,,,,Gives a projectile a purple sparkly trail,投射物留下紫色闪烁轨迹,"额外抽取: 1, true | 状态修正: c.fire_rate_wait -= 8; c.screenshake -= 2.5 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/particles/tinyspark_red.xml,data/entities/misc/colour_purple.xml,""",7
418,COLOUR_BLUE,ACTION_TYPE_MODIFIER,Blue Glimmer,蓝色闪光,0,100,40,"2,3,4","0.4,0.1,0.1",,,,,Gives a projectile a blue sparkly trail,投射物留下蓝色闪烁轨迹,"额外抽取: 1, true | 状态修正: c.fire_rate_wait -= 8; c.screenshake -= 2.5 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/particles/tinyspark_red.xml,data/entities/misc/colour_blue.xml,""",7
419,COLOUR_RAINBOW,ACTION_TYPE_MODIFIER,Rainbow Glimmer,彩虹闪光,0,100,40,"2,3,4,10","0.1,0.1,0.1,0.2",,,,,Gives a projectile a randomly colored sparkly trail,投射物留下随机颜色的闪烁轨迹,"额外抽取: 1, true | 状态修正: c.fire_rate_wait -= 8; c.screenshake -= 2.5 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/particles/tinyspark_red.xml,data/entities/misc/colour_rainbow.xml,""",7
420,COLOUR_INVIS,ACTION_TYPE_MODIFIER,Invisible Spell,隐形法术,0,100,40,"2,3,4,10","0.1,0.1,0.1,0.1",,,,,Turns a projectile invisible,将一个投射物隐形,"额外抽取: 1, true | 状态修正: c.fire_rate_wait -= 8; c.screenshake -= 2.5 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/colour_invis.xml,""",7
421,RAINBOW_TRAIL,ACTION_TYPE_MODIFIER,Rainbow trail,彩虹轨迹,0,50,100,10,0,,data/entities/misc/custom_cards/rainbow_trail.xml,,,Gives a projectile a trail of rainbow,投射物留下彩虹轨迹,"额外抽取: 1, true | 状态修正: c.trail_material_amount += 20 | 状态赋值: c.game_effect_entities = c.game_effect_entities .. ""data/entities/misc/effect_rainbow_farts.xml,""; c.trail_material = c.trail_material .. ""material_rainbow,""",4
422,CESSATION,ACTION_TYPE_OTHER,Cessation,不复存在,0,25,10,"5,6,10","0.1,0.2,1",,data/entities/misc/custom_cards/rainbow_trail.xml,,,The caster enters the realm of no realm,施法者进入无界之界,状态修正: c.fire_rate_wait += 600; current_reload_time += 600 | 引擎调用: StartReload(current_reload_time),32
